userId,imdbIds
325,"[112722, 112442, 113071, 114436, 114781, 109676, 110216, 113870, 111255, 94746, 94898, 107144, 97815, 163651, 87332, 85995, 86567, 93010, 87985, 120902]"
326,"[114272, 110428, 106226, 111712, 108071, 161100, 117718, 61578, 39420, 56197, 46672, 52027, 38355, 78718, 83131, 36613, 33870, 119229, 151804, 32904]"
327,"[96446, 88161, 425112, 88323, 75314, 363547, 98258, 84787, 79817, 87538, 375679, 74812, 335266, 365748, 113568, 82348, 86200, 211915, 34583, 119698]"
328,"[112682, 111112, 362269, 138704, 54997, 121164, 42876, 287467, 367594, 86525, 308644, 76489, 120917, 363771, 304141, 33467, 62994, 97530, 97458, 78872]"
329,"[112641, 120623, 325980, 120915, 102926, 83866, 120815, 113987, 112431, 114681, 87469, 114660, 94721, 114478, 126029, 109445, 266543, 109707, 113117, 110057]"
330,"[105107, 38355, 118954, 113464, 374900, 106519, 108065, 108149, 70506, 81398, 79522, 105695, 116790, 120669, 70047, 89853, 80388, 99487, 120684, 118826]"
331,"[1528071, 1201607, 892769, 263438, 1618442, 329575, 413895, 1617661, 397078, 3007512, 4046784, 429591, 384116, 1227926, 286106, 2905772, 822832, 1014762, 241303, 2561572]"
332,"[338013, 361668, 114369, 114814, 79833, 75314, 112442, 113749, 114558, 109445, 110632, 110912, 72271, 477348, 83658, 108399, 102926, 116282, 365748, 167404]"
333,"[980970, 110932, 106677, 79417, 120768, 88323, 1250777, 82348, 94027, 3472226, 101889, 344510, 486822, 146309, 479952, 446029, 1156398, 309698, 1659337, 2866360]"
334,"[112697, 110148, 110475, 108160, 100405, 71853, 80684, 87469, 338751, 1570728, 245712, 94226, 112864, 104257, 114069, 114924, 109040, 138097, 106918, 107290]"
335,"[91480, 97937, 2084970, 101969, 1022603, 116324, 98213, 30341, 81207, 92699, 96463, 95593, 126029, 80678, 212720, 85244, 111161, 89017, 91877, 91738]"
336,"[111161, 120915, 73629, 120737, 43278, 59742, 114709, 114369, 114814, 84827, 112573, 112384, 105151, 84805, 110912, 120623, 120533, 138097, 110475, 107290]"
337,"[114287, 111503, 106977, 97351, 113497, 113189, 112281, 112682, 112431, 114369, 112384, 112462, 112715, 112740, 112864, 113957, 114898, 109686, 110148, 114069]"
338,"[104257, 138097, 83658, 34583, 91763, 90605, 56592, 78748, 86879, 56869, 73486, 120591, 68646, 169547, 116209, 120815, 110057, 119116, 119488, 100802]"
339,"[106519, 34583, 117802, 103850, 93191, 95250, 54215, 82096, 85859, 245574, 268126, 257360, 348121, 471711, 2313197, 185937, 106856, 213149, 101414, 110632]"
340,"[317248, 113497, 86879, 97757, 1951265, 338751, 114898, 780536, 114924, 375679, 903624, 108160, 29583, 32910, 363771, 101507, 85959, 375063, 375912, 1535108]"
341,"[256408, 275309, 316188, 119248, 87332, 97428, 126810, 157075, 104797, 226935, 185014, 181151, 97216, 166175, 119746, 99797, 212974, 168794, 182508, 120202]"
342,"[109504, 89881, 74860, 70666, 114279, 115639, 114808, 112679, 111797, 109771, 109906, 110116, 109731, 110907, 106966, 111590, 110950, 95468, 109381, 108211]"
343,"[120623, 325980, 102926, 105236, 83866, 114681, 79367, 70016, 91790, 115734, 75314, 94721, 113749, 114478, 98258, 126029, 234215, 109445, 266543, 103994]"
344,"[133363, 36775, 113690, 319531, 113147, 53291, 56923, 34012, 372784, 91480, 89881, 97202, 50976, 120176, 65063, 120706, 120863, 157016, 156794, 156887]"
345,"[86423, 21884, 412019, 45793, 47296, 425112, 83798, 120797, 165854, 106856, 65988, 46359, 196216, 65938, 208874, 219965, 80846, 309698, 118172, 73012]"
346,"[77416, 89017, 409459, 160644, 180837, 39589, 338526, 114131, 780536, 361862, 1054487, 387564, 102014, 93191, 1568921, 97499, 119791, 120032, 120885, 97239]"
347,"[1392190, 1431045, 112431, 458339, 94721, 112384, 109445, 2802144, 110475, 359950, 107818, 335266, 99348, 1877832, 2278388, 34583, 32138, 1213663, 3659388, 848228]"
348,"[110322, 325980, 108160, 21884, 96257, 102370, 105665, 97940, 89791, 119324, 61811, 120687, 89853, 112682, 112286, 103905, 85407, 116324, 112585, 36342]"
349,"[112641, 371724, 99487, 110413, 780536, 375679, 274166, 116282, 240890, 57012, 61578, 35423, 137523, 91763, 117318, 258000, 78788, 375912, 71562, 77416]"
350,"[272338, 22111, 31448, 109348, 82509, 366551, 33870, 101700, 74285, 117631, 117038, 48752, 119738, 118804, 427312, 1333125, 76740, 79417, 81283, 97239]"
351,"[56923, 167260, 71562, 74958, 61811, 48280, 114814, 88161, 87469, 113010, 75314, 94226, 304141, 290334, 85346, 96463, 126029, 234215, 266543, 317740]"
352,"[42876, 92007, 91203, 371724, 113228, 116253, 29583, 116136, 115571, 790799, 117218, 102803, 385752, 109830, 109831, 79833, 69031, 906108, 988102, 108160]"
353,"[1408101, 1270798, 1424381, 458339, 2015381, 1951264, 1228705, 1345836, 1300854, 104036, 87843, 67116, 97239, 131857, 85244, 1022603, 315733, 1074638, 1877832, 848228]"
354,"[116704, 114576, 113627, 114117, 88161, 61395, 113464, 114478, 114682, 109771, 111495, 108394, 138097, 110771, 111732, 108149, 83658, 117128, 117979, 167404]"
355,"[87843, 87553, 1205489, 1951264, 53604, 1345836, 75314, 1853728, 443543, 1375666, 109348, 108122, 43014, 31679, 46912, 44081, 93191, 61512, 64115, 412019]"
356,"[122690, 120660, 124198, 106519, 139134, 327137, 73802, 140352, 117665, 99371, 124315, 134119, 312004, 141926, 119174, 307901, 309593, 114319, 113972, 109642]"
357,"[325980, 133093, 83866, 108598, 107048, 116996, 97757, 114279, 114808, 40662, 113044, 111797, 266543, 99487, 76759, 107566, 111495, 120623, 111507, 108394]"
358,"[56801, 21884, 316356, 114279, 115639, 117039, 372784, 91480, 84589, 26138, 118771, 40416, 120112, 119280, 427312, 36342, 52151, 56193, 73802, 58175]"
359,"[113497, 22111, 112697, 114279, 113819, 61395, 109508, 111797, 109771, 110116, 111507, 106966, 111590, 860907, 381681, 107779, 107225, 32910, 82206, 111613]"
360,"[92965, 212720, 114924, 110478, 106519, 40522, 195685, 298130, 187393, 86960, 96895, 112740, 111282, 112462, 99785, 107614, 117060, 101414, 100405, 114069]"
361,"[120915, 114117, 112679, 113097, 114924, 111503, 112966, 32138, 58331, 95159, 96754, 91480, 71853, 105488, 90605, 88247, 117571, 118880, 119094, 120647]"
362,"[103994, 110950, 106519, 107206, 116683, 1853728, 1345836, 892769, 1119646, 387131, 497116, 1205489, 1951264, 499549, 93773, 108550, 118929, 114746, 796366, 92007]"
363,"[112572, 99703, 94812, 110950, 107943, 108515, 369339, 375063, 54698, 27125, 117589, 84865, 104348, 56172, 70735, 61512, 117631, 119190, 120082, 120780]"
364,"[94737, 118655, 120888, 1392190, 2488496, 97757, 87469, 94721, 94226, 266543, 138097, 129290, 160862, 106965, 107614, 141098, 151738, 1659337, 125439, 163651]"
365,"[45152, 113161, 114814, 112740, 113538, 110932, 116275, 116823, 32904, 25164, 53291, 56923, 34583, 47437, 46250, 37059, 33467, 42192, 48728, 31725]"
366,"[169547, 1270798, 1408101, 2015381, 162346, 1318514, 337978, 418279, 440963, 78788, 276751, 1515091, 1772341, 848228, 381849, 1228705, 268126, 299658, 887912, 66921]"
367,"[87265, 101410, 116367, 45152, 46672, 52027, 117318, 77416, 44706, 48380, 56197, 78718, 249462, 202470, 280707, 62362, 335559, 61578, 107692, 332452]"
368,"[240772, 211915, 93638, 302886, 286499, 82912, 290002, 209144, 86250, 113749, 203009, 102685, 118799, 120684, 364725, 94898, 375679, 132477, 139239, 325805]"
369,"[120363, 120915, 126029, 138097, 240772, 34583, 93409, 172495, 107048, 133093, 167404, 120815, 119217, 120338, 167261, 58331, 116209, 88763, 120737, 137523]"
370,"[78446, 87800, 75005, 82198, 58578, 87363, 68473, 120188, 27977, 144084, 139654, 335121, 212720, 319061, 440963, 371746, 317740, 195685, 468569, 317705]"
371,"[324127, 342258, 273689, 4438848, 119738, 128442, 120789, 91605, 468492, 3472226, 366627, 964539, 780571, 271027, 404032, 824747, 465538, 452623, 172156, 362478]"
372,"[212985, 120794, 250494, 120784, 108065, 126886, 140379, 144214, 142342, 130121, 126916, 125664, 105812, 276751, 195685, 116695, 286106, 256415, 118571, 187393]"
373,"[23969, 120176, 110684, 115956, 56923, 117318, 97108, 95250, 89881, 50976, 101640, 119008, 427312, 165854, 166896, 86979, 70666, 236784, 265459, 310793]"
374,"[390221, 285531, 245712, 388795, 246765, 301199, 361596, 376994, 96098, 305206, 320691, 372532, 260866, 375063, 281358, 165859, 290212, 339291, 253867, 105327]"
375,"[185937, 87800, 73486, 116282, 71853, 99685, 105236, 75314, 110932, 68646, 169547, 137523, 83866, 113161, 114814, 109446, 107818, 107206, 103772, 114746]"
376,"[112864, 111257, 17925, 71853, 107048, 276751, 73195, 93822, 114388, 112818, 87469, 94721, 40746, 112462, 96463, 251075, 110148, 80678, 114069, 109040]"
377,"[115683, 374900, 98105, 111667, 110997, 325980, 116552, 230600, 434409, 418763, 245429, 401792, 356910, 113497, 113189, 112431, 112697, 114148, 112573, 112384]"
378,"[1278340, 1392190, 2488496, 112682, 112864, 109686, 109040, 109444, 111257, 111503, 107614, 108122, 355702, 104036, 104361, 70735, 94625, 61512, 455960, 87553]"
379,"[245712, 111149, 108122, 144214, 150377, 497116, 119908, 301357, 181984, 118883, 119396, 120647, 127723, 765432, 75314, 109445, 175880, 307901, 99348, 71562]"
380,"[32904, 66995, 98621, 100133, 327597, 101393, 98724, 118147, 79522, 32553, 119349, 120780, 26752, 100212, 100507, 65724, 87985, 77928, 73631, 110169]"
381,"[57012, 33467, 38650, 119167, 113987, 114478, 113089, 114210, 111667, 108065, 112701, 368891, 349903, 351283, 32904, 58385, 31381, 33563, 66817, 43274]"
382,"[1104001, 1179891, 1038686, 110771, 1472122, 1226273, 111732, 903624, 86494, 397535, 1235124, 1403981, 120169, 960144, 88007, 88707, 119746, 951335, 2096673, 1408101]"
383,"[75314, 120623, 325980, 68646, 87469, 113677, 113749, 126029, 234215, 266543, 138097, 110588, 107151, 372183, 185937, 266697, 113849, 317705, 198781, 169547]"
384,"[97351, 209958, 1392190, 2488496, 115639, 111579, 1403865, 421073, 119815, 1226774, 1213663, 1007028, 303714, 280760, 258068, 340377, 424095, 80455, 93779, 366551]"
385,"[167260, 71853, 78788, 118749, 129387, 103859, 209144, 112461, 126029, 99487, 110684, 127536, 133093, 266697, 57012, 115736, 268978, 52357, 47396, 137523]"
386,"[143261, 34583, 268126, 71562, 116209, 138704, 73486, 112818, 113774, 107642, 119488, 68646, 116282, 110057, 113277, 113987, 114057, 114681, 114808, 61395]"
387,"[13442, 35169, 73692, 126029, 211915, 48424, 112744, 109340, 109579, 109906, 22913, 108260, 106339, 28772, 99851, 106926, 113674, 107554, 110955, 111001]"
388,"[318411, 106881, 31725, 33891, 97108, 64116, 103873, 85809, 48356, 65571, 77405, 156729, 103855, 40506, 189584, 73312, 46303, 100140, 101452, 780504]"
389,"[114814, 117500, 167260, 113277, 75314, 76759, 120586, 133093, 116282, 117381, 167404, 68646, 240772, 137523, 95016, 120689, 73486, 82971, 86190, 88247]"
390,"[110367, 75686, 111732, 108065, 32904, 47396, 34583, 33870, 33467, 372784, 70707, 61418, 46912, 50083, 56172, 99685, 87843, 81398, 70735, 61722]"
391,"[61395, 88258, 13442, 89853, 21884, 56193, 86617, 28950, 116324, 114702, 111579, 106966, 109219, 106379, 110137, 111127, 111488, 32910, 65214, 112817]"
392,"[892769, 416449, 477348, 361748, 101507, 1136608, 383574, 910970, 796366, 1853728, 440963, 1205489, 829482, 499549, 1345836, 1119646, 482571, 382932, 120669, 371746]"
393,"[32143, 37913, 388789, 182508, 242587, 247425, 265343, 298845, 317910, 159365, 334405, 388795, 122529, 114478, 110882, 110932, 111689, 114936, 109001, 105488]"
394,"[945513, 1853728, 470752, 1392170, 1515091, 1229238, 2084970, 1189340, 2302755, 317919, 1270798, 1013743, 1821694, 944835, 1285016, 1504320, 1318514, 816692, 1010048, 936501]"
395,"[47034, 87332, 112691, 32138, 95159, 116695, 160127, 113326, 107048, 121765, 73195, 109445, 79470, 68646, 169547, 103639, 71853, 120737, 172495, 102975]"
396,"[31381, 84865, 97499, 120053, 119567, 55614, 83866, 97576, 80684, 120591, 108598, 116996, 88258, 106379, 38650, 110997, 82971, 115012, 112714, 113419]"
397,"[384369, 93744, 86494, 1568921, 76162, 1327628, 120169, 119527, 375154, 385726, 401855, 1336006, 408345, 310775, 388395, 1666801, 95705, 1883251, 1546653, 222851]"
398,"[54997, 98213, 113855, 90060, 112715, 113481, 304141, 123755, 106950, 114781, 109676, 317740, 63462, 115738, 111255, 109254, 106598, 139134, 162346, 365748]"
399,"[95631, 87843, 100150, 98067, 108122, 110057, 110771, 107943, 133093, 113987, 117589, 108071, 114388, 108101, 95159, 92890, 104036, 83866, 119488, 119164]"
400,"[167260, 84827, 83791, 82406, 71853, 73486, 120586, 116683, 68646, 63819, 34492, 137523, 258463, 32455, 43274, 88258, 33563, 133093, 83866, 99685]"
401,"[115685, 374900, 114852, 109040, 316654, 268978, 57546, 78788, 88794, 113497, 83907, 113189, 48280, 112697, 114369, 102250, 78480, 113403, 115759, 80801]"
402,"[2042568, 1614989, 2357129, 91374, 2024544, 405455, 3110958, 81163, 2779318, 113114, 113097, 110932, 110186, 111732, 108065, 117891, 1001508, 76538, 104036, 98724]"
403,"[94226, 32138, 87469, 63522, 91064, 120616, 80339, 94737, 100802, 91042, 96438, 462538, 95159, 92099, 78788, 80455, 86879, 70735, 32455, 97216]"
404,"[75314, 112864, 77280, 105236, 48280, 46183, 112462, 110148, 110632, 114069, 110912, 120533, 111161, 109040, 109361, 106918, 74812, 99348, 97428, 87332]"
405,"[328538, 112744, 114666, 113674, 107286, 111323, 116040, 115530, 104558, 116745, 94155, 118966, 379786, 119210, 140688, 119558, 78869, 67065, 139414, 88178]"
406,"[2679042, 112641, 114369, 116324, 457939, 85478, 371724, 47136, 106519, 825236, 23563, 365748, 383694, 356910, 29947, 46414, 482546, 2119474, 66808, 46912]"
407,"[115738, 97530, 45152, 452598, 117318, 105107, 75686, 38355, 418773, 106950, 73312, 97458, 417, 114682, 109642, 110367, 110684, 56119, 110950, 111256]"
408,"[114323, 110857, 110882, 109642, 113501, 109731, 110391, 111454, 111693, 111756, 110137, 108071, 108186, 65214, 369339, 62711, 113270, 361862, 387564, 116707]"
409,"[114388, 113149, 110116, 120623, 325980, 95159, 82971, 107048, 112896, 124115, 113819, 112365, 115639, 117110, 120654, 109508, 113464, 266543, 110684, 110963]"
410,"[119567, 78748, 94737, 73195, 110997, 120591, 268978, 88847, 298130, 95159, 120915, 99810, 209144, 94226, 87332, 93779, 90605, 105793, 80339, 119822]"
411,"[90756, 109686, 105151, 108550, 120324, 110357, 110475, 111503, 106977, 107818, 99348, 101414, 21884, 120188, 86465, 117589, 95159, 105323, 82096, 100263]"
412,"[332375, 55614, 87781, 210616, 170016, 120912, 245429, 305357, 332452, 424095, 367594, 118971, 103074, 458352, 120744, 92890, 372183, 242653, 258463, 117666]"
413,"[109707, 109484, 110167, 108399, 120915, 117951, 115736, 116409, 102975, 84726, 88170, 92007, 119396, 112641, 116583, 102803, 120201, 119116, 116493, 117218]"
414,"[116282, 105236, 66921, 93058, 119396, 118715, 405094, 246578, 449059, 310793, 268126, 299658, 338013, 457430, 401792, 99685, 73486, 53125, 87553, 266543]"
415,"[92099, 102975, 110216, 117218, 118880, 110997, 116136, 120647, 117333, 116253, 117731, 117438, 113228, 117913, 106598, 95016, 114508, 109446, 109439, 111070]"
416,"[109508, 111112, 110074, 108065, 118571, 110877, 114681, 110771, 115956, 113987, 113819, 117110, 114478, 126029, 99487, 110391, 110428, 120484, 91777, 109484]"
417,"[110647, 28010, 1687247, 68473, 70666, 1397280, 325805, 245574, 395169, 327056, 93010, 66999, 115738, 366174, 452598, 418773, 106950, 114279, 116324, 112585]"
418,"[112508, 980970, 43278, 424774, 31381, 377818, 120185, 53285, 90060, 2980516, 151738, 142342, 85549, 103074, 204946, 206275, 1690953, 289408, 298203, 102492]"
419,"[113497, 114388, 90756, 88161, 115639, 112585, 112864, 109686, 105151, 110322, 108550, 114924, 109446, 110357, 110475, 301199, 106673, 120784, 106918, 107207]"
420,"[118111, 118798, 21884, 112857, 109642, 110588, 107151, 107978, 108174, 110366, 117218, 31580, 116242, 84865, 98724, 100332, 107282, 118607, 120744, 96734]"
421,"[93409, 119217, 120689, 120586, 102975, 75314, 120915, 114814, 104257, 109771, 107497, 268978, 91763, 86879, 56869, 116695, 117571, 129387, 119488, 68646]"
422,"[45793, 59113, 112682, 112286, 114478, 110428, 384369, 372183, 107943, 93744, 117381, 116683, 109593, 32904, 45152, 53291, 56923, 47437, 31381, 48728]"
423,"[452623, 112637, 114808, 109508, 114478, 107566, 113967, 108149, 114906, 112585, 450278, 61811, 70723, 108188, 56443, 201840, 82783, 83869, 275277, 305206]"
424,"[114117, 112431, 85407, 83791, 120684, 69089, 106226, 107616, 107818, 107943, 108101, 120907, 29583, 118114, 112691, 59742, 67992, 158371, 79470, 64276]"
425,"[53291, 61418, 44081, 61722, 61512, 87553, 64115, 64665, 758758, 31381, 110475, 34583, 54215, 33467, 56218, 107818, 113117, 109040, 243135, 106918]"
426,"[3498820, 112442, 106519, 53125, 408306, 78788, 81398, 56218, 87553, 119396, 1091722, 331811, 99582, 387131, 190865, 94291, 126765, 385700, 178868, 364961]"
427,"[47396, 67992, 44081, 50212, 73195, 48140, 112431, 112697, 110877, 75314, 112461, 109508, 110684, 110932, 364725, 108065, 102926, 32910, 57012, 45152]"
428,"[964517, 107507, 116136, 372588, 113568, 84707, 117318, 101700, 97937, 87553, 74285, 119008, 120176, 79417, 87995, 90756, 458525, 68473, 61578, 97240]"
429,"[113497, 113277, 113189, 112714, 112384, 112462, 112864, 126604, 110148, 110632, 114069, 109040, 110475, 111257, 111503, 106918, 106977, 107614, 120757, 165078]"
430,"[780536, 58294, 120906, 95497, 420223, 282209, 368745, 114272, 112714, 109579, 108260, 109504, 59170, 106379, 1568921, 108149, 110763, 114671, 109688, 387564]"
431,"[399201, 802948, 21884, 310281, 112744, 118040, 308055, 46816, 112883, 110729, 416320, 110950, 168122, 106226, 390221, 241025, 58294, 61655, 101301, 340012]"
432,"[780536, 78346, 116136, 1136608, 418279, 198781, 299977, 468569, 945513, 118971, 113228, 425112, 115759, 305224, 1219289, 374900, 122690, 892769, 108550, 88933]"
433,"[115736, 116253, 390384, 361862, 61418, 117318, 81398, 79522, 64665, 87995, 105151, 147612, 61578, 58461, 163988, 104797, 185014, 102138, 74958, 159382]"
434,"[56801, 112679, 109642, 38787, 27125, 35446, 45061, 13442, 118064, 119107, 30993, 40416, 48356, 119517, 120788, 120863, 120797, 150377, 42546, 32551]"
435,"[109445, 120915, 116629, 73195, 172495, 120591, 96874, 97523, 112851, 111112, 106697, 73629, 116683, 121766, 117500, 117998, 94737, 117218, 198781, 100802]"
436,"[101969, 21884, 78718, 40746, 21165, 17075, 114702, 120533, 107943, 212712, 56193, 275491, 151582, 19254, 56443, 37674, 77405, 61578, 84370, 83946]"
437,"[133093, 169547, 71853, 120815, 110299, 75314, 61395, 114478, 266543, 76759, 110365, 111495, 108394, 107478, 167404, 68646, 137523, 118927, 58331, 59742]"
438,"[109686, 110148, 114746, 112864, 110932, 109040, 109444, 110357, 111257, 111503, 106977, 107614, 96895, 100405, 95016, 110632, 112384, 99348, 113627, 112573]"
439,"[48028, 112714, 110729, 416320, 109688, 114474, 43014, 50105, 408306, 97202, 47296, 119656, 150290, 36868, 99674, 120533, 144286, 88683, 218967, 84805]"
440,"[374900, 106519, 120735, 246578, 106856, 90605, 78748, 120669, 208092, 93409, 82971, 88247, 80684, 120815, 97576, 108550, 88763, 95016, 86190, 76759]"
441,"[73312, 368913, 115012, 112637, 114279, 114808, 61395, 114478, 109731, 110769, 384806, 111590, 384369, 391304, 111756, 93744, 108149, 369339, 113270, 109381]"
442,"[1853728, 75686, 1631867, 314353, 45152, 33870, 43265, 67185, 407304, 1392170, 116477, 119008, 1250777, 800080, 3596200, 74958, 1119646, 1228705, 1408101, 2788710]"
443,"[275277, 104652, 81633, 1568921, 88847, 112682, 425112, 1201607, 2084970, 79833, 59550, 1546653, 94226, 298148, 374900, 92067, 84787, 880502, 70233, 906108]"
444,"[33467, 38650, 93822, 93437, 209144, 94226, 319262, 106950, 101587, 133952, 110912, 115738, 91064, 96928, 83658, 98621, 81573, 263488, 99052, 57012]"
445,"[126029, 107048, 167261, 119217, 814022, 119453, 97647, 92147, 141369, 73026, 61758, 60420, 81505, 378194, 79788, 107745, 422861, 462244, 63829, 83170]"
446,"[108052, 319343, 356910, 82971, 936501, 114709, 112431, 114369, 114814, 1201607, 112573, 75314, 381061, 243155, 112384, 417741, 109686, 76759, 120586, 110912]"
447,"[88247, 93409, 117438, 172495, 117913, 117918, 116253, 110997, 115956, 120915, 116136, 128445, 138097, 83658, 117381, 87332, 52357, 120601, 90605, 78748]"
448,"[1119646, 361748, 206634, 1136608, 1631867, 71562, 88247, 887912, 73195, 441773, 945513, 88847, 416449, 470752, 477348, 83658, 1408101, 118884, 467406, 95159]"
449,"[133093, 167260, 113987, 117589, 108122, 120363, 120915, 103772, 119488, 71853, 112585, 90605, 99685, 78748, 126029, 169547, 167261, 68646, 268978, 110074]"
450,"[112697, 110148, 106977, 120663, 112682, 112384, 112864, 114898, 109686, 110632, 114069, 42041, 109040, 109444, 111503, 106519, 106918, 56085, 107290, 107614]"
451,"[34583, 468569, 87995, 112431, 46183, 114369, 83798, 115639, 115033, 112585, 81554, 73440, 89941, 69089, 118564, 325980, 361596, 113674, 29583, 21814]"
452,"[109340, 81150, 48021, 252444, 168786, 31885, 43686, 57877, 233841, 319769, 317842, 111797, 84654, 57565, 100142, 64840, 118849, 46438, 87262, 85701]"
453,"[361596, 268978, 378194, 114814, 113972, 113243, 113749, 112883, 110099, 110932, 316654, 372183, 107616, 365748, 317705, 372784, 71562, 119141, 118972, 119173]"
454,"[94721, 57012, 265666, 52357, 32138, 33467, 38650, 467406, 80455, 88258, 97351, 93822, 146882, 945513, 395169, 2084970, 892769, 416449, 1250777, 477348]"
455,"[405159, 83658, 365748, 1375666, 120912, 120669, 317248, 371746, 758758, 119116, 107688, 246578, 80684, 407887, 117913, 378194, 266697, 108358, 295297, 116253]"
456,"[123755, 162346, 73629, 315733, 363547, 405094, 268126, 118715, 66921, 95159, 32138, 71562, 78788, 63442, 118884, 78346, 73195, 94721, 47396, 98635]"
457,"[119668, 120780, 102592, 73312, 114478, 120399, 386117, 48380, 47478, 257360, 66026, 75686, 102494, 54215, 52357, 100263, 79944, 40522, 87843, 57012]"
458,"[369339, 332452, 120912, 368891, 268380, 317740, 139654, 319061, 405159, 371746, 316654, 304141, 286106, 365748, 383574, 268978, 120363, 910970, 230600, 440963]"
459,"[120623, 325980, 133093, 32138, 107048, 113987, 112641, 112431, 114681, 70016, 114478, 266543, 103994, 111161, 109830, 372183, 108052, 99785, 102926, 29583]"
460,"[119214, 27125, 116601, 120034, 119081, 120197, 118727, 81283, 49408, 49366, 33804, 84855, 68713, 74860, 132910, 68805, 405094, 89841, 204626, 55608]"
461,"[84503, 401855, 408345, 1130080, 1375666, 457939, 377752, 68334, 428803, 1049413, 1022603, 67093, 371746, 432283, 468569, 308644, 416449, 910936, 382932, 47478]"
462,"[110413, 133093, 120363, 90605, 114709, 209144, 126029, 91605, 120735, 126886, 167404, 120737, 32138, 73486, 82971, 78788, 86190, 88763, 258463, 96487]"
463,"[64665, 166924, 178868, 305357, 315733, 44706, 1375666, 468569, 407304, 365748, 458352, 332452, 61184, 371746, 360717, 401792, 33467, 62622, 107207, 111161]"
464,"[120737, 100436, 120347, 114388, 112401, 97757, 112818, 116260, 87469, 113972, 88128, 94721, 112585, 109445, 109642, 113552, 110391, 113870, 114296, 120623]"
465,"[82971, 103994, 120586, 110912, 85959, 67328, 468569, 99685, 79417, 113277, 114319, 114746, 112818, 114814, 113862, 115759, 90060, 112579, 75314, 209144]"
466,"[67116, 50658, 29947, 46359, 48140, 41716, 89118, 112682, 103859, 109508, 110005, 110213, 117608, 46250, 51658, 27125, 48960, 34012, 26029, 33891]"
467,"[102926, 37008, 29947, 78902, 113627, 114746, 112818, 114369, 112384, 109340, 109830, 99653, 103639, 100405, 112604, 57012, 116629, 117438, 45152, 47396]"
468,"[74235, 55601, 83922, 100332, 44121, 55032, 94882, 280778, 76666, 50613, 2147134, 65214, 41090, 113967, 115742, 38235, 101492, 69293, 50986, 53137]"
469,"[87800, 112641, 63522, 102685, 139134, 102798, 64276, 81505, 100436, 82010, 75005, 87985, 117571, 120082, 87363, 89218, 110005, 100157, 113749, 113277]"
470,"[165859, 105327, 390521, 53125, 42192, 39420, 46672, 117802, 95159, 80455, 97499, 81398, 70735, 88794, 92005, 61512, 78841, 117666, 118111, 118749]"
471,"[1690953, 1187043, 362227, 397065, 1229238, 1132620, 443536, 79417, 76618, 99654, 120131, 285492, 86200, 67525, 94027, 101889, 83929, 79588, 133385, 99582]"
472,"[58333, 112744, 109642, 107969, 117104, 115491, 101640, 117057, 119432, 116041, 120094, 119109, 119152, 119484, 119210, 120510, 91778, 39689, 86336, 85382]"
473,"[114369, 114924, 1104001, 121766, 115963, 317705, 117951, 106308, 93058, 84726, 117571, 1515091, 119654, 99810, 441773, 120735, 120797, 87332, 364569, 478311]"
474,"[70511, 87843, 76618, 88128, 112642, 113117, 80678, 74751, 109504, 107057, 49408, 91557, 88939, 91554, 49261, 115678, 94027, 93191, 90967, 78841]"
475,"[106677, 53604, 48545, 56592, 87553, 98635, 119008, 47296, 67116, 87995, 90756, 105151, 140352, 74958, 87843, 64115, 105695, 50212, 95159, 116282]"
476,"[468569, 114369, 110005, 102685, 375063, 117951, 338013, 1375666, 407887, 190590, 246578, 127536, 118715, 180093, 71562, 113277, 268126, 211915, 110413, 118749]"
477,"[114746, 302886, 338751, 113326, 381061, 305224, 834001, 374900, 234215, 120812, 390521, 111280, 120844, 97958, 111438, 376994, 316654, 106697, 257076, 86393]"
478,"[1392190, 1431045, 112431, 834001, 494834, 114924, 109831, 107614, 2713180, 99785, 983193, 57012, 1706620, 1213663, 811138, 1964418, 3659388, 2002718, 83929, 73486]"
479,"[109444, 446029, 113161, 112740, 110932, 106673, 327597, 372588, 361862, 349903, 351283, 108598, 443706, 974661, 795421, 79588, 389860, 458352, 449467, 830515]"
480,"[1727388, 116731, 115907, 413845, 107969, 62711, 118113, 1706620, 118607, 1850457, 120321, 105151, 133952, 155975, 58461, 347246, 64276, 3152624, 1155592, 188674]"
481,"[31725, 33891, 86423, 96283, 1486834, 46438, 112697, 114279, 39192, 109508, 114323, 109579, 109906, 105226, 1600195, 1972779, 23563, 108181, 390384, 90985]"
482,"[79367, 40897, 13442, 71230, 102015, 75314, 45810, 120586, 110912, 128445, 138097, 88933, 316654, 335266, 111252, 145660, 108181, 53198, 167404, 57012]"
483,"[1060277, 2361509, 52357, 356910, 1964418, 86879, 86197, 94625, 82198, 70723, 88933, 89927, 91605, 73629, 1401152, 99052, 97428, 493464, 458525, 369610]"
484,"[112346, 114117, 114369, 114148, 112579, 112679, 113097, 113117, 111112, 111282, 106226, 106977, 112966, 107207, 107822, 108002, 96895, 115571, 116209, 105488]"
485,"[78841, 112346, 76618, 81353, 215750, 94226, 92699, 104257, 113198, 120484, 120660, 109254, 106673, 107507, 120616, 333766, 81573, 86393, 29583, 266915]"
486,"[114781, 109906, 63819, 103772, 93191, 85859, 32553, 105435, 116477, 118111, 118929, 124295, 1091722, 73629, 120855, 161100, 53198, 17925, 40522, 15864]"
